date,market,market_id,category,commodity,commodity_id,unit,priceflag,pricetype,currency,usdprice
15/03/2014,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,8.29
15/03/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.37
15/03/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.85
15/03/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.71
15/03/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.18
15/03/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.67
15/03/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.71
15/03/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.37
15/03/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.42
15/04/2014,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.6
15/04/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/04/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.54
15/04/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.83
15/04/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.82
15/04/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.74
15/04/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.65
15/04/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.41
15/04/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.62
15/05/2014,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.5
15/05/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.67
15/05/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.61
15/05/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.095
15/05/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.53
15/05/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.85
15/05/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.83
15/05/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,5.96
15/05/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.85
15/05/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.69
15/05/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.63
15/05/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.49
15/05/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.39
15/05/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.55
15/06/2014,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.49
15/06/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/06/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.59
15/06/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/06/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.92
15/06/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.75
15/06/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.13
15/06/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.62
15/06/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.25
15/06/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.57
15/06/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.42
15/06/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.38
15/07/2014,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.58
15/07/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.56
15/07/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.61
15/07/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/07/2014,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,8.92
15/07/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.73
15/07/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.68
15/07/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.29
15/07/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.57
15/07/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.29
15/07/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.38
15/07/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.63
15/07/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.43
15/07/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.45
15/07/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.38
15/08/2014,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.54
15/08/2014,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.53
15/08/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.56
15/08/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.59
15/08/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.12
15/08/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.81
15/08/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.76
15/08/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.75
15/08/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.45
15/08/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.61
15/08/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.21
15/08/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.87
15/08/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.43
15/08/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.44
15/08/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.4
15/09/2014,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.47
15/09/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/09/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.59
15/09/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/09/2014,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,9.09
15/09/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.91
15/09/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.79
15/09/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.84
15/09/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.32
15/09/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.7
15/09/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.43
15/09/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.62
15/09/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,2.19
15/09/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.47
15/09/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.44
15/09/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.37
15/10/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.58
15/10/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.59
15/10/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/10/2014,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,9.39
15/10/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.77
15/10/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.8
15/10/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.77
15/10/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.69
15/10/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.61
15/10/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.63
15/10/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.56
15/10/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.43
15/10/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.44
15/10/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.52
15/11/2014,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.55
15/11/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.57
15/11/2014,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/11/2014,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.68
15/11/2014,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.79
15/11/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.55
15/11/2014,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.59
15/11/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.23
15/11/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.83
15/11/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.47
15/11/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.46
15/11/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.49
15/12/2014,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.53
15/12/2014,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.41
15/12/2014,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.55
15/12/2014,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.57
15/12/2014,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.79
15/12/2014,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.69
15/12/2014,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.3
15/12/2014,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.62
15/12/2014,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,2.14
15/12/2014,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.46
15/12/2014,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.41
15/12/2014,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.36
15/01/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.56
15/01/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.41
15/01/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.55
15/01/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.59
15/01/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/01/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,9.09
15/01/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.66
15/01/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.77
15/01/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.73
15/01/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.58
15/01/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.23
15/01/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.62
15/01/2015,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.42
15/01/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.39
15/01/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.35
15/02/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.3
15/02/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.51
15/02/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.52
15/02/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.12
15/02/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.69
15/02/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.72
15/02/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.61
15/02/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.15
15/02/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.94
15/02/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.39
15/04/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.51
15/04/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.52
15/04/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.54
15/04/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.12
15/04/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,7.86
15/04/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.18
15/04/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.22
15/04/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.48
15/05/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.39
15/05/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.54
15/05/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.52
15/05/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/05/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,8.57
15/05/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.75
15/05/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.66
15/05/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.3
15/05/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.53
15/05/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.19
15/05/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.65
15/05/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.19
15/05/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.33
15/05/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.64
15/06/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.5
15/06/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.34
15/06/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.62
15/06/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.52
15/06/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,8.89
15/06/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.78
15/06/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.68
15/06/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.6
15/06/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.38
15/06/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.56
15/06/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.21
15/06/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.74
15/06/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.23
15/06/2015,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.3
15/06/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.35
15/07/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.47
15/07/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.36
15/07/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.52
15/07/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.51
15/07/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/07/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,7.98
15/07/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.68
15/07/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.6
15/07/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.04
15/07/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.66
15/07/2015,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.47
15/07/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.61
15/07/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.37
15/07/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.38
15/08/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.42
15/08/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.1
15/08/2015,National Average,226,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,EGP,8.79
15/08/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.82
15/08/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.69
15/08/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.61
15/08/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6
15/08/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.66
15/08/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.25
15/08/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.79
15/08/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.28
15/08/2015,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.32
15/08/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.31
15/08/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.37
15/09/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.46
15/09/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.46
15/09/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.51
15/09/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.51
15/09/2015,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.11
15/09/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.75
15/09/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.64
15/09/2015,National Average,226,oil and fats,Ghee (artificial),106,KG,actual,Retail,EGP,1.61
15/09/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,6.49
15/09/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.69
15/09/2015,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.47
15/09/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.25
15/09/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.6
15/09/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.38
15/09/2015,National Average,226,vegetables and fruits,Onions (red),110,KG,actual,Retail,EGP,0.38
15/09/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.32
15/09/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.68
15/10/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.55
15/10/2015,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.78
15/10/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.69
15/10/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.5
15/10/2015,National Average,226,"meat, fish and eggs",Fish (tilapia),405,KG,actual,Retail,EGP,2.9
15/10/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,2.77
15/10/2015,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,2.09
15/10/2015,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.61
15/10/2015,National Average,226,milk and dairy,Milk,81,L,actual,Retail,EGP,0.94
15/10/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.75
15/10/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,7.37
15/10/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.95
15/10/2015,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.36
15/10/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.36
15/10/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.6
15/10/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.29
15/10/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,1.1
15/11/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.55
15/11/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.5
15/11/2015,National Average,226,"meat, fish and eggs",Fish (tilapia),405,KG,actual,Retail,EGP,2.87
15/11/2015,National Average,226,"meat, fish and eggs","Meat (beef, without bones)",468,KG,actual,Retail,EGP,11.67
15/11/2015,National Average,226,milk and dairy,Cheese,414,KG,actual,Retail,EGP,2.11
15/11/2015,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.62
15/11/2015,National Average,226,milk and dairy,Milk,81,L,actual,Retail,EGP,0.95
15/11/2015,National Average,226,miscellaneous food,Sugar,97,KG,actual,Retail,EGP,0.76
15/11/2015,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.98
15/11/2015,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.38
15/11/2015,National Average,226,pulses and nuts,"Beans (fava, dry)",385,KG,actual,Retail,EGP,1.51
15/11/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.74
15/11/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.68
15/12/2015,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.55
15/12/2015,National Average,226,cereals and tubers,Rice,52,KG,actual,Retail,EGP,0.7
15/12/2015,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.5
15/12/2015,National Average,226,"meat, fish and eggs",Fish (tilapia),405,KG,actual,Retail,EGP,2.87
15/12/2015,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,3
15/12/2015,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,7.46
15/12/2015,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.38
15/12/2015,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.83
15/12/2015,National Average,226,pulses and nuts,Lentils,108,KG,actual,Retail,EGP,1.74
15/12/2015,National Average,226,vegetables and fruits,Garlic,105,KG,actual,Retail,EGP,1.42
15/12/2015,National Average,226,vegetables and fruits,Onions (white),111,KG,actual,Retail,EGP,0.29
15/12/2015,National Average,226,vegetables and fruits,Tomatoes,114,KG,actual,Retail,EGP,0.56
15/01/2016,National Average,226,cereals and tubers,Pasta,112,KG,actual,Retail,EGP,0.55
15/01/2016,National Average,226,cereals and tubers,Potatoes,83,KG,actual,Retail,EGP,0.68
15/01/2016,National Average,226,cereals and tubers,Wheat flour,58,KG,actual,Retail,EGP,0.5
15/01/2016,National Average,226,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,EGP,0.15
15/01/2016,National Average,226,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,actual,Retail,EGP,3.26
15/01/2016,National Average,226,milk and dairy,Cheese (picon),319,8 pcs,actual,Retail,EGP,0.62
15/01/2016,National Average,226,oil and fats,Ghee (natural),107,KG,actual,Retail,EGP,7.97
15/01/2016,National Average,226,oil and fats,Oil (maize),362,800 G,actual,Retail,EGP,1.98
15/01/2016,National Average,226,oil and fats,Oil (mixed),395,800 G,actual,Retail,EGP,1.38
15/01/2016,National Average,226,oil and fats,Oil (sunflower),184,800 G,actual,Retail,EGP,1.83
